_id,Category,Supporting Ministry,Community,Project,Status,Target Completion Date,Description,Result,Area,Region,Address,Postal Code,Highway / Transit Line,Estimated Total Budget,Municipal Funding,Provincial Funding,Federal Funding,Other Funding,Website,Latitude,Longitude
114,Child care,Education,Kawartha Lakes,Bobcaygeon,Complete,Sep-18,Expansion of existing building,Addition to accommodate 25 community-based child care spaces,Kawartha Lakes,East,3 DUKE ST,K0M 1A0,,750000,,Yes,,,,44.544744,-78.5437
115,Child care,Education,Kenora,Evergreen Public Elementary School,Complete,Feb-21,Renovation of existing school,Renovation to accommodate 15 child care spaces,Kenora,Northwest,675 BRINKMAN RD,P9N 2R5,,1715836,,Yes,,Yes,,49.77279,-94.47243
116,Child care,Education,Kenora,Keewatin Public Elementary School,Complete,Mar-21,Renovation of existing school,Renovation to accommodate 24 child care spaces,Kenora,Northwest,330 MILL ST,P0X 1C0,,998244,,Yes,,Yes,,49.76,-94.561
117,Child care,Education,Kenora,Pope John Paul II Catholic Elementary School,Complete,Sep-20,Renovation of existing school,Renovation to accommodate 15 child care spaces,Kenora,Northwest,1290 HEENAN PL,P9N 2Y8,,403337,,Yes,,,,49.78139,-94.46025
118,Child care,Education,Kenora,FIREFLY Child Care,Complete,Sep-19,Renovation of existing building,Renovation to accommodate 15 community-based child care spaces,Kenora,Northwest,820 LAKEVIEW DR,P9N 3P7,,400000,,Yes,,,,49.76328,-94.528036
119,Child care,Education,Kenora,Kids Zone Lakeside ,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 15 community-based child care spaces,Kenora,Northwest,216 SIXTH ST S,P9N 1M7,,350000,,Yes,,,,49.758838,-94.485998
120,Child care,Education,Kenora,St. Louis Catholic Elementary School,Planning,2022,Renovation of existing school,Renovation to accommodate 15 child care spaces,Kenora,Northwest,420 8TH ST,P0X 1C0,,427859,,Yes,,,,49.75911,-94.5565
121,Child care,Education,Kingston,EarlyON East Kingston ,Complete,Sep-20,Renovation of existing building,Renovation to accommodate 2 community-based EarlyON rooms,Frontenac,East,HWY 15 ,K7L 4V3,,525000,,Yes,,,,44.303401,-76.417618
122,Child care,Education,Kingston,EarlyON Central Kingston,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Frontenac,East,209 WELLINGTON ST,K7K 2Y6,,262500,,Yes,,,,44.232158,-76.482082
123,Child care,Education,Kingston,Helen Tuft's Nursery School,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 24 community-based child care spaces,Frontenac,East,559 BAGOT ST,K7K 3E1,,30000,,Yes,,,,44.239504,-76.484677
124,Child care,Education,Kingston,Outreach in Central Kingston,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Frontenac,East,77 MACCAULEY ST,K7K 2V8,,50000,,Yes,,,,44.26532,-76.481805
125,Child care,Education,Kingston,Outreach in South Frontenac,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Frontenac,East,2117 UNITY RD,K0H 1M0,,50000,,Yes,,,,44.318795,-76.540841
126,Child care,Education,Kingston,Outreach in West Kingston,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Frontenac,East,1350 GARDINERS RD,K7P 0E5,,50000,,Yes,,,,44.275282,-76.569004
127,Child care,Education,Kingston,Outreach in West Kingston,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 1 community-based EarlyON room,Frontenac,East,100 DAYS RD,K7M 6T5,,50000,,Yes,,,,44.219013,-76.568118
128,Child care,Education,Kitchener,Journey Together funded Child & Family Program,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 3 community-based EarlyON rooms,Waterloo,Southwest,150 FREDERICK ST,,,450000,,Yes,,,,43.452673,-80.484791
129,Child care,Education,Kitchener,Lackner Woods Public Elementary School,Under construction,2022,Expansion of existing school,Addition to accommodate 88 child care spaces,Waterloo,Southwest,151 ZELLER DR,N2A 4H4,,3506047,,Yes,,,,43.45226,-80.4189
130,Child care,Education,Kitchener,St. Francis Catholic Continued Education,Planning,2022,Expansion of existing school,Addition to accommodate 88 child care spaces and 3 EarlyON rooms,Waterloo,Southwest,154 GATEWOOD RD,N2M 4E4,,4033365,,Yes,,,,43.43297,-80.50816
131,Child care,Education,Leamington,Wheatley Area Public Elementary School,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 10 child care spaces,Essex,Southwest,226 ERIE ST N,N0P 2P0,,344893,,Yes,,Yes,,42.10155,-82.46322
132,Child care,Education,London,Nshwaasnangong - Indigenous-led Child Care,Complete,Sep-19,Expansion of existing building,Addition to accommodate 88 community-based child care spaces,Middlesex,Southwest,,,,2500000,,Yes,,,,,
133,Child care,Education,London,St. Anne Catholic Elementary School,Planning,2023,Expansion of existing school,Addition to accommodate 88 child care spaces and 2 EarlyON rooms,Middlesex,Southwest,1366 HURON ST,N5V 2E2,,3559358,,Yes,,,,43.02133,-81.21294
134,Child care,Education,London,école élémentaire publique Marie-Curie,Planning,2022,Renovation of existing school,Renovation to accommodate 39 child care spaces,Middlesex,Southwest,40 HUNT CLUB DR,N6H 3Y3,,267412,,Yes,,,,42.9748,-81.32824
135,Child care,Education,Loyalist,LARC Amherstview Daycare,Complete,Sep-18,Expansion of existing building,Addition to accommodate 49 community-based child care spaces,Lennox and Addington,East,73 KILDARE AVE,K7N 1J1,,1575000,,Yes,,,,44.222287,-76.656862
136,Child care,Education,"Macdonald, Meredith and Aberdeen Add'l",Echo Bay Central Public Elementary School,Complete,Sep-20,Expansion of existing school,Addition to accommodate 10 child care spaces,Algoma,Northeast,290 CHURCH ST,P0S 1C0,,655422,,Yes,,,,46.48567,-84.0637
137,Child care,Education,Machin,Lillian Berg Public Elementary School,Planning,2021,Renovation of existing school,Renovation to accommodate 15 child care spaces,Kenora,Northwest,1 SCHOOL LANE,P0V 2V0,,855719,,Yes,,,,49.8567,-93.3849
138,Child care,Education,Madawaska Valley,St. John Bosco Catholic Elementary School,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 39 child care spaces,Renfrew,East,99 PETER ST,K0J 1B0,,1606266,,Yes,,,,45.49113,-77.67575
139,Child care,Education,Markham,St. Rene Goupil-St. Luke Catholic Elementary School,Under construction,2023,Expansion of existing school,Addition to accommodate 49 child care spaces,York,Central,135 GREEN LANE,L3T 6K7,,2405966,,Yes,,Yes,,43.82408,-79.38771
140,Child care,Education,Markham,Wilclay Public Elementary School,Complete,Sep-20,Renovation of existing school,Renovation to accommodate 39 child care spaces,York,Central,60 WILCLAY AVE,L3S 1R4,,896094,,Yes,,,,43.83266,-79.28245
141,Child care,Education,Markstay-Warren,Markstay Public Elementary School,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 30 child care spaces,Sudbury,Northeast,7 PIONEER ST E,P0M 1G0,,933171,,Yes,,Yes,,46.4929,-80.54006
142,Child care,Education,Middlesex Centre,Ilderton EarlyON & Library,Complete,Sep-19,Expansion of existing building,Addition to accommodate 1 community-based EarlyON room,Middlesex,Southwest,40 HERITAGE DR,N0M 2A0,,530000,,Yes,,,,43.0781,-81.375367
143,Child care,Education,Milton,St. Peter Catholic Elementary School,Complete,Mar-21,Expansion of existing school,Addition to accommodate 88 child care spaces,Halton,Central,137 DIXON DR,L9T 5P7,,3067683,,Yes,,,,43.53378,-79.8643
144,Child care,Education,Minden Hills,Minden,Complete,Sep-18,Expansion of existing building,Addition and renovation to accommodate 49 community-based child care spaces,Haliburton,East,16 PRENTICE ST,K0M 2K0,,750000,,Yes,,,,44.931786,-78.727562
145,Child care,Education,Minto,Palmerston Public Elementary School,Complete,Sep-18,Expansion of existing school,Addition to accommodate 49 child care spaces,Wellington,Southwest,530 PROSPECT ST,N0G 2P0,,1542167,,Yes,,,,43.8308,-80.84328
146,Child care,Education,Mississauga,Lancaster  Public Elementary School,Complete,Jan-21,Renovation of existing school,Renovation to accommodate 25 child care spaces,Peel,Central,7425 NETHERWOOD RD,L4T 2N7,,773454,,Yes,,,,43.71775,-79.6476
147,Child care,Education,Mississauga,Munden Park Public Elementary School,Complete,Jan-21,Renovation of existing school,Renovation to accommodate 24 child care spaces,Peel,Central,515 TEDWYN DR,L5A 1J8,,632371,,Yes,,,,43.5832,-79.59252
148,Child care,Education,Mississauga,Gordon Graydon Memorial Public Secondary School,Complete,Sep-21,Renovation of existing school,Renovation to accommodate 73 child care spaces,Peel,Central,1490 OGDEN AVE,L5E 2H8,,2308816,,Yes,,,,43.58586,-79.57214
149,Child care,Education,Mississauga,Meadowvale Public Secondary School,Complete,Jan-21,Renovation of existing school,Renovation to accommodate 73 child care spaces,Peel,Central,6700 EDENWOOD DR,L5N 3B2,,1504883,,Yes,,,,43.57791,-79.76129
150,Child care,Education,Mississauga,St. Edith Stein Catholic Elementary School,Complete,Sep-21,Renovation of existing school,Renovation to accommodate 34 child care spaces,Peel,Central,6234 OSPREY BLVD,L5N 5V5,,1008341,,Yes,,,,43.56624,-79.75858
151,Child care,Education,Mississauga,Father Michael Goetz Catholic Secondary School,Complete,Feb-21,Renovation of existing school,Renovation to accommodate 49 child care spaces,Peel,Central,330 CENTRAL PKY W,L5B 3K6,,1353620,,Yes,,,,43.58188,-79.63583
152,Child care,Education,Mississauga,St. Albert of Jerusalem Catholic Elementary School,Complete,Jan-21,Renovation of existing school,Renovation to accommodate 73 child care spaces,Peel,Central,7185 ROSEHURST DR,L5N 7G6,,2016682,,Yes,,,,43.58028,-79.78923
153,Child care,Education,Mississauga,École élémentaire catholique Saint-Jean-Baptiste,Complete,Jan-23,Expansion of existing school,Addition to accommodate 39 child care spaces,Peel,Central,1910 BROAD HOLLOW GATE,L5L 3T4,,1008341,,Yes,,,,43.5428,-79.6671
154,Child care,Education,Mississauga,Cooksville Caring for Kids,Complete,Sep-19,Renovation of existing building,Renovation to accommodate 80 community-based child care spaces and 3 community-based EarlyON rooms,Peel,Central,130 DUNDAS ST E,L5A 1W7,,2250000,,Yes,,,,43.582942,-79.612441
155,Child care,Education,Mississauga,Little Angels 1,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 15 community-based child care spaces,Peel,Central,1245 EGLINTON AVE W,L5V 2M4,,250000,,Yes,,,,43.580365,-79.683704
156,Child care,Education,Mississauga,Little Angels 2,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 25 community-based child care spaces,Peel,Central,6341 MISSISSAUGA RD,L5N 1A5,,500000,,Yes,,,,43.595282,-79.730439
157,Child care,Education,Mississauga,Salvation Army Erin Mills Day Care,Complete,Sep-20,Expansion of existing school,Addition and renovation to accommodate 10 community based child care spaces,Peel,Central,2460 THE COLLEGEWAY,L5L 1V3,,500000,,Yes,,,,43.535941,-79.686013
158,Child care,Education,Mississauga,Cashmere Avenue Public Elementary School,Planning,2022,Expansion of existing school,Addition to accommodate 73 child care spaces,Peel,Central,2455 CASHMERE AVE,L5B 2M7,,2139296,,Yes,,,,43.56495,-79.62595
159,Child care,Education,Mississauga,San Lorenzo Ruiz Catholic Elementary School,Planning,2022,Renovation of existing school,Renovation to accommodate 73 child care spaces,Peel,Central,100 BARONDALE DR,L4Z 3R1,,1604472,,Yes,,,,43.61777,-79.66355
160,Child care,Education,Mississauga,Our Lady of Mercy Catholic Elementary School,Planning,2022,Renovation of existing school,Renovation to accommodate 73 child care spaces,Peel,Central,5820 GLEN ERIN DR,L5M 5J9,,1604472,,Yes,,,,43.56934,-79.73301
161,Child care,Education,New Tecumseth,St. Paul's Catholic Elementary School,Under construction,2023,Expansion of existing school,Addition to accommodate 49 child care spaces,Simcoe,Central,100 JAMES A MCCAGUE AVE,L9R 0G5,,2548820,,Yes,,,,44.16496,-79.86846
162,Child care,Education,New Tecumseth,Tecumseth Beeton Public Elementary School,Planning,2022,Renovation of existing school,Renovation to accommodate 39 child care spaces,Simcoe,Central,43 PATTERSON ST,L0G 1A0,,1123131,,Yes,,,,44.08114,-79.78196
163,Child care,Education,Newmarket,Denison Child Care,Complete,Sep-19,Expansion of existing building,Addition to accommodate 73 community-based child care spaces,York,Central,135 BRISTOL RD,L3Y 8J7,,2000000,,Yes,,,,44.069102,-79.476731
164,Child care,Education,Niagara Falls,École élémentaire publique LaMarsh,Complete,Sep-17,Renovation of existing school,Renovation to accommodate 10 child care spaces,Niagara,Central,4751 DRUMMOND RD,L2E 6C8,,259648,,Yes,,,,43.10604,-79.09921
165,Child care,Education,Niagara Falls,Our Lady of Mount Carmel Catholic Elementary School,Complete,Nov-21,Expansion of existing school,Addition to accommodate 49 child care spaces,Niagara,Central,6525 CARLTON AVE,L2G 5K4,,2254668,,Yes,,Yes,,43.08062,-79.10751
166,Child care,Education,Niagara-on-the-Lake,Niagara Nursery School,Complete,Sep-18,Expansion of existing building,Addition to accommodate 15 community-based child care spaces,Niagara,Central,14 ANDERSON LANE,L0S 1J0,,515000,,Yes,,,,43.247309,-79.086946
167,Child care,Education,Norfolk County,Holy Trinity Catholic Secondary School,Under construction,2022,Expansion of existing school,Addition to accommodate 49 child care spaces,Haldimand-Norfolk,Southwest,128 EVERGREEN HILL RD,N3Y 4K1,,1731554,,Yes,,,,42.82441,-80.31147
168,Child care,Education,North Bay,Woodland Public Elementary School,Complete,Sep-18,Expansion of existing school,Addition to accommodate 73 child care spaces,Nipissing,Northeast,1325 CEDARGROVE DR,P1B 4S3,,2704028,,Yes,,,,46.3298394,-79.4793134
169,Child care,Education,North Bay,St. Francis Catholic Elementary School,Complete,Jan-20,Expansion of existing school,Addition to accommodate 73 child care spaces,Nipissing,Northeast,68 GERTRUDE ST E,P1A 1J8,,3278894,,Yes,,,,46.28934,-79.44714
170,Child care,Education,North Bay,Mother St. Bride Catholic Elementary School,Complete,May-19,Renovation of existing school,Renovation to accommodate 49 child care spaces,Nipissing,Northeast,414 SECOND AVE W,P1B 3L2,,956403,,Yes,,,,46.31649,-79.46297
171,Child care,Education,North Bay,école secondaire publique l'Odyssée,Complete,Sep-19,Renovation of existing school,Renovation to accommodate 34 child care spaces,Nipissing,Northeast,480 NORMAN AVE,P1B 0A8,,1167751,,Yes,,,,46.32885,-79.43518
172,Child care,Education,North Dundas,Winchester Public Elementary School,Under construction,2022,Expansion of existing school,Addition to accommodate 49 child care spaces,"Stormont, Dundas and Glengarry",East,547 LOUISE ST S,K0C 2K0,,5394587,,Yes,,Yes,,45.0901,-75.3532
173,Child care,Education,North Dundas,Nationview Public Elementary School,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 34 child care spaces,"Stormont, Dundas and Glengarry",East,3045 COUNTY RD 1,K0E 1W0,,524338,,Yes,,,,44.98517,-75.45413
174,Child care,Education,North Glengarry,St. Finnan's Catholic Elementary School,Complete,Sep-17,Renovation of existing school,Renovation to accommodate 15 child care spaces,"Stormont, Dundas and Glengarry",East,220 MAIN ST N,K0C 1A0,,262169,,Yes,,,,45.3051,-74.632
175,Child care,Education,North Grenville,Kemptville Public Elementary School,Under construction,2022,Expansion of existing school,Addition to accommodate 49 child care spaces and 2 EarlyON rooms,Leeds and Grenville,East,224 LEEDS AND GRENVILLE 44 RD,K0G 1J0,,3262558,,Yes,,,,45.0213155,-75.6519408
176,Child care,Education,North Perth,Elma Logan Recreation Complex,Complete,Sep-19,Expansion of existing building,Addition to accommodate 15 community-based child care spaces and 2 community-based EarlyON rooms,Perth,Southwest,200 NELSON ST,N0K 1P0,,1590000,,Yes,,,,43.589981,-81.084992
177,Child care,Education,Northeastern Manitoulin and The Islands,Little Current Public Elementary School,Planning,2022,Renovation of existing school,Renovation to accommodate 10 child care spaces,Manitoulin,Northeast,18 DRAPER ST,P0P 1K0,,327711,,Yes,,,,45.97631,-81.9268
178,Child care,Education,Northern Bruce Peninsula,St. Edmunds Public Elementary School,Planning,2022,Renovation of existing school,Renovation to accommodate 39 child care spaces,Bruce,Southwest,21 CENTENNIAL DR,N0H 2R0,,561565,,Yes,,,,45.24456,-81.65063
179,Child care,Education,Oakville,Oakwood Public Elementary School,Complete,Sep-18,Expansion of existing school,Addition to accommodate 3 EarlyON rooms,Halton,Central,357 BARTOS DR,L6K 3E5,,1016630,,Yes,,,,43.44721,-79.68331
180,Child care,Education,Oakville,École élémentaire publique Patricia-Picknell,Planning,2021,Renovation of existing school,Renovation to accommodate 24 child care spaces,Halton,Central,1257 SEDGEWICK CRES,L6L 1X5,,257127,,Yes,,,,43.41587,-79.69682
181,Child care,Education,Oakville,Seedlings Children's,Complete,Sep-19,Expansion of existing school,Addition and renovation to accommodate 88 community based child care spaces,Halton,Central,320 BRONTE RD,L6L 3C8,,2550000,,Yes,,,,43.397211,-79.722469
182,Child care,Education,Oakville,Halton Centre for Child Care,Complete,Sep-20,Expansion of existing building,Addition to accommodate 98 community-based child care spaces,Halton,Central,1151 BRONTE RD,L6M 3L1,,3060000,,Yes,,,,43.415112,-79.741942
183,Child care,Education,Orangeville,École élémentaire publique des Quatre-Rivières,Complete,Sep-20,Renovation of existing school,Renovation to accommodate 49 child care spaces and 2 EarlyON rooms,Dufferin,Central,60 CENTURY DR,L9W 3K4,,1817536,,Yes,,Yes,,43.90215,-80.10734
184,Child care,Education,Orillia,Orchard Park Public Elementary School,Complete,Sep-16,Expansion of existing school,Addition to accommodate 49 child care spaces,Simcoe,Central,24 CALVERLEY ST,L3V 3T4,,2062509,,Yes,,Yes,,44.61993,-79.4311
185,Child care,Education,Orillia,St. Bernard's Catholic Elementary School,Complete,Dec-19,Expansion of existing school,Addition to accommodate 49 child care spaces and 1 EarlyON room,Simcoe,Central,255 OXFORD ST,L3V 1H6,,3100002,,Yes,,,,44.60052,-79.39605
186,Child care,Education,Oshawa,Queen Elizabeth Public Elementary School,Complete,Sep-17,Renovation of existing school,Renovation to accommodate 49 child care spaces and 1 EarlyON room,Durham,Central,1205 SIMCOE ST N,L1G 4X1,,1008340,,Yes,,,,43.92957,-78.87679
187,Child care,Education,Oshawa,Waverly Public Elementary School,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 49 child care spaces and 1 EarlyON room,Durham,Central,100 WAVERLY ST S,L1J 5V1,,1008340,,Yes,,,,43.88848,-78.88699
188,Child care,Education,Oshawa,St. Kateri Tekakwitha Catholic Elementary School,Complete,Sep-16,Expansion of existing school,Addition to accommodate 49 child care spaces,Durham,Central,1425 COLDSTREAM DR,L1K 0B5,,1346199,,Yes,,,,43.947113,-78.840691
189,Child care,Education,Oshawa,Sir Albert Love Catholic Elementary School,Complete,Sep-17,Renovation of existing school,Renovation to accommodate 1 EarlyON room,Durham,Central,425 WILSON RD N,L1G 6E6,,252085,,Yes,,,,43.9128,-78.8481
190,Child care,Education,Oshawa,Bobby Orr Public Elementary School,Complete,Sep-20,Renovation of existing school,Renovation to accommodate 49 child care spaces,Durham,Central,7 WATERLOO ST,L1H 8V9,,1121101,,Yes,,,,43.87289,-78.84085
191,Child care,Education,Oshawa,Seneca Trail Public Elementary School,Complete,Sep-20,Renovation of existing school,Renovation to accommodate 49 child care spaces,Durham,Central,1915 QUEENSBURY DR,L1K 0S1,,756256,,Yes,,,,43.95745,-78.84251
192,Child care,Education,Oshawa,Monsignor Philip Coffey Catholic Elementary School,Complete,Jan-22,Expansion of existing school,Addition to accommodate 88 child care spaces,Durham,Central,1324 OXFORD ST,L1J 3W6,,3279038,,Yes,,Yes,,43.86172,-78.85399
193,Child care,Education,Oshawa,Seneca Trail Public Elementary School,Planning,Sep-23,Expansion of existing school,Addition to accommodate 49 child care spaces,Durham,Central,1915 QUEENSBURY DR,L1K 0S1,,1512512,,Yes,,,,43.95745,-78.84251
194,Child care,Education,Ottawa,Prince of Peace Catholic Elementary School,Complete,Sep-19,Renovation of existing school,Renovation to accommodate 24 child care spaces,Ottawa,East,1620 HEATHERINGTON RD,K1V 9P5,,209938,,Yes,,,,45.37384,-75.64545
195,Child care,Education,Ottawa,St. Luke Catholic Elementary School,Complete,Sep-19,Renovation of existing school,Renovation to accommodate 39 child care spaces,Ottawa,East,60 MOUNTSHANNON DR,K2J 4C2,,278704,,Yes,,,,45.29175,-75.73499
196,Child care,Education,Ottawa,École élémentaire catholique Sainte-Anne,Complete,Jan-20,Expansion of existing school,Addition to accommodate 18 child care spaces,Ottawa,East,235 BEAUSOLEIL DR,K1N 0C1,,1038591,,Yes,,,,45.43258,-75.68202
197,Child care,Education,Ottawa,Jockvale Public Elementary School,Planning,Sep-23,Renovation of existing school,Renovation to accommodate 15 child care spaces,Ottawa,East,101 MALVERN DR,K2J 2S8,,259648,,Yes,,,,45.27934,-75.75968
198,Child care,Education,Ottawa,Knoxdale Public Elementary School,Complete,Sep-21,Renovation of existing school,Renovation to accommodate 39 child care spaces,Ottawa,East,170 GREENBANK RD,K2H 5V2,,519296,,Yes,,,,45.32765,-75.78111
199,Child care,Education,Ottawa,Mary Honeywell Public Elementary School,Planning,Sep-23,Renovation of existing school,Renovation to accommodate 10 child care spaces,Ottawa,East,54 KENNEVALE DR,K2J 3B2,,259648,,Yes,,,,45.26882,-75.76723
200,Child care,Education,Ottawa,Heritage Public Elementary School,Complete,Sep-21,Renovation of existing school,Renovation to accommodate 15 child care spaces,Ottawa,East,1375 COLONIAL RD,K4B 1N1,,259648,,Yes,,,,45.42165,-75.41669
201,Child care,Education,Ottawa,École élémentaire catholique Lamoureux,Complete,Mar-20,Expansion of existing school,Addition to accommodate 39 child care spaces,Ottawa,East,2540 KALADAR AVE,K1V 8C5,,2085724,,Yes,,Yes,,45.37266,-75.67127
202,Child care,Education,Ottawa,École élémentaire catholique Roger-Saint-Denis,Complete,Sep-20,Expansion of existing school,Addition to accommodate 34 child care spaces and 1 EarlyON room,Ottawa,East,186 BARROW CRES,K2L 2C7,,1920897,,Yes,,Yes,,45.31128,-75.88231
203,Child care,Education,Ottawa,École élémentaire catholique Arc-en-Ciel,Complete,Jun-18,Renovation of existing school,Renovation to accommodate 15 child care spaces,Ottawa,East,1830 PORTOBELLO BLVD,K4A 3T6,,292902,,Yes,,,,45.47205,-75.47038
204,Child care,Education,Ottawa,EarlyON Mobile Unit,Complete,Sep-20,Expansion of existing building,Addition to accommodate 1 community-based EarlyON room,Ottawa,East,2 MACNEIL CT,K2L 4H7,,515000,,Yes,,,,45.298721,-75.890474
205,Child care,Education,Ottawa,Francophone Child Care Programs,Complete,Sep-20,Renovation of existing building,Renovation to accommodate 15 community-based child care spaces,Ottawa,East,998 FRANCES ST,K1K 3L5,,515000,,Yes,,,,45.427348,-75.648424
206,Child care,Education,Ottawa,High Needs Area Ward 10 - Project A,Complete,Sep-20,Expansion of existing building,Addition to accommodate 88 community-based child care spaces,Ottawa,East,,K1H 1E1,,1545000,,Yes,,,,45.381604,-75.634675
207,Child care,Education,Ottawa,High Needs Area Ward 10 - Project B,Complete,Sep-20,Renovation of existing school,Renovation to accommodate 49 community based child care spaces,Ottawa,East,,K1H 1E1,,772500,,Yes,,,,45.381604,-75.634675
208,Child care,Education,Ottawa,High Needs Area Ward 7 - Project A,Complete,Sep-20,Expansion of existing building,Addition to accommodate 49 community-based child care spaces,Ottawa,East,,K2B 8B6,,1545000,,Yes,,,,45.366602,-75.792505
209,Child care,Education,Ottawa,High Needs Area Ward 7 - Project B,Complete,Sep-20,Renovation of existing building,Renovation to accommodate 49 community-based child care spaces,Ottawa,East,,K2B 8B6,,772500,,Yes,,,,45.366602,-75.792505
210,Child care,Education,Ottawa,Indigenous Child Care Program,Complete,Sep-20,Expansion of existing building,Addition to accommodate 30 community-based child care spaces,Ottawa,East,230 MCARTHUR AVE,K1L 6P5,,1030000,,Yes,,,,45.431152,-75.660075
211,Child care,Education,Ottawa,Young Mothers,Complete,Sep-20,Expansion of existing building,Addition to accommodate 15 community-based child care spaces,Ottawa,East,15 MANN AVE,K1N 8P4,,515000,,Yes,,,,45.421951,-75.66939
212,Child care,Education,Ottawa,Young Mothers (Francophone),Complete,Sep-20,Expansion of existing building,Addition to accommodate 15 community-based child care spaces,Ottawa,East,150 MONTREAL RD,K1L 8H2,,772500,,Yes,,,,45.434285,-75.664684
213,Child care,Education,Ottawa,WE Gowling Public Elementary School,Planning,2022,Renovation of existing school,Renovation to accommodate 39 child care spaces,Ottawa,East,250 ANNA AVE,K1Z 7V6,,550869,,Yes,,,,45.3829418,-75.7311534
214,Child care,Education,Ottawa,école élémentaire catholique Sainte-Marie,Planning,2022,Renovation of existing school,Renovation to accommodate 39 child care spaces,Ottawa,East,2599 INNES RD,K1B 3J8,,550869,,Yes,,,,45.43201,-75.56632
215,Child care,Education,Owen Sound,École élémentaire catholique Saint-Dominique-Savio,Planning,2022,Expansion of existing school,Addition to accommodate 10 child care spaces,Grey,Southwest,800 23RD ST E,N4K 6Z5,,519296,,Yes,,,,44.58707307,-80.92325457
216,Child care,Education,Owen Sound,Sydenham,Complete,Sep-18,Renovation of existing school,Renovation to accommodate 2 community based EarlyON room,Grey,Southwest,1130 8TH ST E,N4K 1M7,,257500,,Yes,,,,44.567062,-80.920757
217,Child care,Education,Owen Sound,St. Basil's Catholic Elementary School,Planning,Jan-24,Expansion of existing school,Addition to accommodate 78 child care spaces,Grey,Southwest,925 9TH AVE W,N4K 4N8,,2077180,,Yes,,,,44.56372,-80.96082
218,Child care,Education,Owen Sound,Notre Dame Catholic Elementary School,Planning,Jan-24,Expansion of existing school,Addition to accommodate 78 child care spaces,Grey,Southwest,885 25TH ST E,N4K 6X6,,2077180,,Yes,,,,44.58869,-80.92243
219,Child care,Education,Parry Sound,Miigwansag Child Care Centre,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 15 community-based child care spaces,Parry Sound,Northeast,86 GIBSON ST,P2A 1X5,,100000,,Yes,,,,45.348958,-80.035371
220,Child care,Education,Pelham,A Child's World Family Care Lookout Ridge,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 25 community-based child care spaces,Niagara,Central,1505 LOOKOUT ST,L0S 1E5,,515000,,Yes,,,,43.043773,-79.300425
221,Child care,Education,Pembroke,École élémentaire catholique Jeanne-Lajoie,Complete,Nov-18,Expansion of existing school,Addition to accommodate 34 child care spaces,Renfrew,East,1257 PEMBROKE ST W,K8A 5R3,,1058757,,Yes,,,,45.83537,-77.15044
222,Child care,Education,Pembroke,Our Lady of Lourdes Catholic Elementary School,Complete,Sep-20,Expansion of existing school,Addition to accommodate 73 child care spaces,Renfrew,East,535 IRVING ST,K8A 2V2,,2117517,,Yes,,,,45.82095,-77.09398
223,Child care,Education,Pembroke,École élémentaire publique L'Équinoxe,Under construction,2022,Expansion of existing school,Addition to accommodate 39 child care spaces,Renfrew,East,399 ISABELLA ST,K8A 5T4,,1850000,,Yes,,Yes,,45.82381,-77.12157
224,Child care,Education,Penetanguishene,École élémentaire catholique Saint-Louis,Complete,Jan-20,Renovation of existing school,Renovation to accommodate 24 child care spaces,Simcoe,Central,54 DUFFERIN ST,L9M 1H4,,324690,,Yes,,Yes,,44.78186,-79.91979
225,Child care,Education,Perry,Highlands Early Learning and Child Care,Complete,Sep-18,Renovation of existing building,Renovation to accommodate 39 community-based child care spaces,Parry Sound,Northeast,2500 HWY 592,P0A 1J0,,595000,,Yes,,,,45.54324,-79.324931
226,Child care,Education,Perth East,Sprucedale Public Elementary School,Complete,Mar-20,Expansion of existing school,Addition to accommodate 15 child care spaces,Perth,Southwest,2215 FRASER ST,N0B 2P0,,674421,,Yes,,Yes,,43.36809,-80.83939
227,Child care,Education,Perth East,Milverton Public Elementary School,Planning,2022,Expansion of existing school,Addition to accommodate 39 child care spaces,Perth,Southwest,68 MILL ST E,N0K 1M0,,1133827,,Yes,,,,43.56293,-80.91495
228,Child care,Education,Petawawa,Herman Street Public Elementary School,Under construction,2022,Expansion of existing school,Addition to accommodate 88 child care spaces,Renfrew,East,15 HERMAN ST,K8H 1W1,,2772938,,Yes,,,,45.8919,-77.2737
